"HR  [1/9110]+ ""Bright Star"" 
","HD        [1/225300] Henry Draper"" catalog",RA degre,Dec (degre),"Vmag
Mag",couleur,,,,,,,,,,,,,,,,
3594,77327,"138,75","47,1566666666667",3.6,yellow,,,,,,,,,,,"166,25",,,,,
3612,77912,"142,5","38,4522222222222",4.58,Red,,,,,,,,,,,"163,75",,,,,
3613,77996,"141,25","5,09222222222222",4.89,Red,,,,,,,,,,,"167,5",,,,,
3614,78004,140,"-47,0977777777778",3.75,Red,,,,,,,,,,,"166,25",,,,,
3615,78045,"137,5","-66,3961111111111",4,yellow,,,,,,,,,,,170,,,,,
3616,78154,"147,5","67,1344444444445",4.81,yellow,,,,,,,,,,,"168,75",,,,,
3619,78209,145,"51,6044444444445",4.48,yellow,,,,,,,,,,,170,,,,,
3624,78362,"147,5","63,5136111111111",4.67,yellow,,,,,,,,,,,"171,25",,,,,
3628,78541,145,"-25,8583333333333",4.56,Red,,,,,,,,,,,170,,,,,
3634,78647,"143,75","-43,4325",2.21,Red,,,,,,,,,,,170,,,,,
3642,78764,"141,25","-70,5386111111111",4.57,Light blue,,,,,,,,,,,"173,75",,,,,
3643,78791,"141,25","-72,6027777777778",4.48,yellow,,,,,,,,,,,"171,25",,,,,
3654,79186,"148,75","-44,8677777777778",5,yellow,,,,,,,,,,,"173,75",,,,,
3659,79351,"147,5","-58,9669444444444",3.45,Light blue,,,,,,,,,,,170,,,,,
3662,79439,155,"54,0216666666667",4.84,yellow,,,,,,,,,,,"173,75",,,,,
3663,79447,"148,75","-62,3172222222222",3.98,Light blue,,,,,,,,,,,175,,,,,
3665,79469,"152,5","2,31416666666667",3.88,Light blue,,,,,,,,,,,"172,5",,,,,
3682,79917,"153,75","-38,57",4.94,Red,,,,,,,,,,,"173,75",,,,,
3684,79940,"153,75","-37,4133333333333",4.62,yellow,,,,,,,,,,,"177,5",,,,,
3685,80007,"151,25","-69,7172222222222",1.69,yellow,,,,,,,,,,,175,,,,,
3690,80081,"157,5","36,8025",3.82,yellow,,,,,,,,,,,"177,5",,,,,
3696,80230,155,"-57,5411111111111",4.34,Red,,,,,,,,,,,"177,5",,,,,
3699,80404,"156,25","-59,2752777777778",2.25,yellow,,,,,,,,,,,175,,,,,
3705,80493,"161,25","34,3925",3.14,Red,,,,,,,,,,,"177,5",,,,,
3706,80499,"158,75","-11,975",4.81,Red,,,,,,,,,,,180,,,,,
3709,80586,160,"-9,55583333333333",4.79,Red,,,,,,,,,,,"177,5",,,,,
3718,80874,"161,25","-25,9655555555556",4.72,Red,,,,,,,,,,,"182,5",,,,,
3728,81101,160,"-62,4047222222222",4.81,Red,,,,,,,,,,,"181,25",,,,,
3731,81146,165,"26,1822222222222",4.46,Red,,,,,,,,,,,"188,75",,,,,
3733,81169,"163,75","-28,8338888888889",4.68,Red,,,,,,,,,,,"188,75",,,,,
3734,81188,"162,5","-55,0105555555556",2.5,Light blue,,,,,,,,,,,"193,75",,,,,
3748,81797,"168,75","-8,65861111111111",1.97,Red,,,,,,,,,,,"188,75",,,,,
3749,81799,"168,75","-22,3438888888889",4.68,Red,,,,,,,,,,,"192,5",,,,,
3751,81817,"181,25","81,3263888888889",4.3,Red,,,,,,,,,,,190,,,,,
3757,81937,"173,75","63,0619444444444",3.67,yellow,,,,,,,,,,,"137,5",,,,,
3759,81997,"171,25","-2,76888888888889",4.61,yellow,,,,,,,,,,,135,,,,,
3765,82150,"171,25","-35,9516666666667",4.51,Red,,,,,,,,,,,190,,,,,
3771,82210,"177,5","69,8302777777778",4.57,Red,,,,,,,,,,,135,,,,,
3773,82308,"173,75","22,9677777777778",4.31,Red,,,,,,,,,,,"138,75",,,,,
3775,82328,175,"51,6772222222222",3.18,yellow,,,,,,,,,,,"142,5",,,,,
3782,82395,"173,75","11,2997222222222",4.97,Red,,,,,,,,,,,"141,25",,,,,
3786,82434,"172,5","-40,4666666666667",3.6,yellow,,,,,,,,,,,140,,,,,
3787,82446,"173,75","-1,18472222222222",4.57,yellow,,,,,,,,,,,"137,5",,,,,
3799,82621,"177,5","52,0513888888889",4.51,yellow,,,,,,,,,,,"147,5",,,,,
3800,82635,"177,5","36,3975",4.55,Red,,,,,,,,,,,145,,,,,
3803,82668,"173,75","-57,0344444444444",3.13,Red,,,,,,,,,,,"147,5",,,,,
3809,82741,"178,75","39,6213888888889",4.81,Red,,,,,,,,,,,145,,,,,
3825,83183,"177,5","-59,2294444444445",4.09,Light blue,,,,,,,,,,,"143,75",,,,,
3827,83240,"181,25","6,83583333333333",5,Red,,,,,,,,,,,"141,25",,,,,
3834,83425,"182,5","4,64916666666667",4.68,Red,,,,,,,,,,,"141,25",,,,,
3836,83446,180,"-49,355",4.35,yellow,,,,,,,,,,,"148,75",,,,,
3845,83618,"183,75","-1,14277777777778",3.91,Red,,,,,,,,,,,"147,5",,,,,
3852,83808,"186,25","9,89222222222222",3.52,yellow,,,,,,,,,,,155,,,,,
3856,83944,"183,75","-61,3280555555556",4.53,Light blue,,,,,,,,,,,"148,75",,,,,
3858,83953,"186,25","-23,5916666666667",4.76,Light blue,,,,,,,,,,,"152,5",,,,,
3862,84117,"187,5","-23,9155555555556",4.91,yellow,,,,,,,,,,,"153,75",,,,,
3871,84367,190,"-27,7694444444444",4.79,yellow,,,,,,,,,,,"153,75",,,,,
3873,84441,"191,25","23,7741666666667",2.98,Red,,,,,,,,,,,"151,25",,,,,
3884,84810,"191,25","-62,5077777777778",3.69,Red,,,,,,,,,,,"157,5",,,,,
3888,84999,"197,5","59,0386111111111",3.81,yellow,,,,,,,,,,,155,,,,,
3890,85123,"193,75","-65,0716666666667",2.96,yellow,,,,,,,,,,,"156,25",,,,,
3894,85235,200,"54,0641666666667",4.6,yellow,,,,,,,,,,,"161,25",,,,,
3903,85444,"198,75","-14,8466666666667",4.11,Red,,,,,,,,,,,"158,75",,,,,
3905,85503,200,"26,0069444444444",3.88,Red,,,,,,,,,,,160,,,,,
3912,85622,"198,75","-46,5477777777778",4.58,Red,,,,,,,,,,,"161,25",,,,,
3919,85859,"202,5","-25,9319444444444",4.88,Red,,,,,,,,,,,160,,,,,
3923,85951,"202,5","-19,0094444444444",4.94,Red,,,,,,,,,,,165,,,,,
3940,86440,205,"-54,5677777777778",3.53,Light blue,,,,,,,,,,,"163,75",,,,,
3950,86663,150,"8,04416666666667",4.7,Red,,,,,,,,,,,"162,5",,,,,
3970,87504,"156,25","-13,0647222222222",4.59,Light blue,,,,,,,,,,,"168,75",,,,,
3974,87696,"158,75","35,2447222222222",4.49,yellow,,,,,,,,,,,"168,75",,,,,
3975,87737,"158,75","16,7625",3.41,Light blue,,,,,,,,,,,"181,25",,,,,
3980,87837,"158,75","9,9975",4.38,Red,,,,,,,,,,,"173,75",,,,,
3981,87887,"158,75","-0,371666666666667",4.5,Light blue,,,,,,,,,,,"171,25",,,,,
3982,87901,160,"11,9672222222222",1.35,Light blue,,,,,,,,,,,"171,25",,,,,
3990,88206,160,"-51,8111111111111",4.87,Light blue,,,,,,,,,,,"177,5",,,,,
3994,88284,"162,5","-12,3541666666667",3.61,Red,,,,,,,,,,,"173,75",,,,,
4023,88955,"167,5","-42,1219444444444",3.85,yellow,,,,,,,,,,,175,,,,,
4031,89025,170,"23,4172222222222",3.41,yellow,,,,,,,,,,,"173,75",,,,,
4033,89021,"171,25","42,9144444444444",3.45,yellow,,,,,,,,,,,"172,5",,,,,
4037,89080,"166,25","-70,0377777777778",3.33,Light blue,,,,,,,,,,,"173,75",,,,,
4050,89388,"171,25","-61,3322222222222",3.4,Red,,,,,,,,,,,"177,5",,,,,
4054,89449,"173,75","19,4708333333333",4.8,yellow,,,,,,,,,,,"177,5",,,,,
4057,89484,"173,75","19,8416666666667",2.61,Red,,,,,,,,,,,"173,75",,,,,
4058,89485,"173,75","19,8402777777778",3.8,Red,,,,,,,,,,,"178,75",,,,,
4063,89682,"173,75","-55,0294444444444",4.57,Red,,,,,,,,,,,"177,5",,,,,
4069,89758,"177,5","41,4994444444444",3.05,Red,,,,,,,,,,,"181,25",,,,,
4072,89822,180,"65,5663888888889",4.99,Light blue,,,,,,,,,,,"182,5",,,,,
4074,89890,175,"-56,0433333333333",4.5,Light blue,,,,,,,,,,,180,,,,,
4080,89998,"177,5","-41,65",4.83,Red,,,,,,,,,,,"183,75",,,,,
4089,90264,"177,5","-66,9016666666667",4.99,Red,,,,,,,,,,,"186,25",,,,,
4090,90277,"181,25","33,7961111111111",4.74,yellow,,,,,,,,,,,"183,75",,,,,
4094,90432,"182,5","-16,8363888888889",3.79,Red,,,,,,,,,,,"186,25",,,,,
4100,90537,"183,75","36,7072222222222",4.21,Red,,,,,,,,,,,"187,5",,,,,
4102,90589,180,"-74,0316666666667",4,yellow,,,,,,,,,,,190,,,,,
4104,90610,"183,75","-31,0677777777778",4.25,Red,,,,,,,,,,,"191,25",,,,,
4110,90772,"183,75","-57,6388888888889",4.66,yellow,,,,,,,,,,,"191,25",,,,,
4112,90839,"187,5","55,9805555555556",4.84,yellow,,,,,,,,,,,"197,5",,,,,
4114,90853,"183,75","-58,7394444444444",3.81,yellow,,,,,,,,,,,"193,75",,,,,
4126,91190,"193,75","75,7127777777778",4.84,Red,,,,,,,,,,,200,,,,,
4132,91312,"191,25","40,4252777777778",4.75,yellow,,,,,,,,,,,"198,75",,,,,
4133,91316,190,"9,30666666666667",3.85,Light blue,,,,,,,,,,,200,,,,,
4134,91324,"188,75","-53,7155555555556",4.89,Red,,,,,,,,,,,"198,75",,,,,
4138,91375,"187,5","-71,9927777777778",4.75,yellow,,,,,,,,,,,"202,5",,,,,
4140,91465,190,"-61,6852777777778",3.32,Light blue,,,,,,,,,,,"202,5",,,,,
4142,91496,"188,75","-73,2216666666667",4.93,Red,,,,,,,,,,,205,,,,,
4159,91942,"193,75","-57,5575",4.45,Red,,,,,,,,,,,150,,,,,
4162,92036,"196,25","-27,4127777777778",4.89,Red,,,,,,,,,,,"156,25",,,,,
4163,92055,"196,25","-13,3844444444444",4.82,yellow,,,,,,,,,,,"158,75",,,,,
4166,92125,"197,5","31,9761111111111",4.72,Red,,,,,,,,,,,"158,75",,,,,
4167,92139,"196,25","-48,2258333333333",3.84,yellow,,,,,,,,,,,"158,75",,,,,
4171,92214,"197,5","-16,8766666666667",4.91,Red,,,,,,,,,,,"158,75",,,,,
4174,92305,"193,75","-78,6075",4.11,Red,,,,,,,,,,,160,,,,,
4177,92397,"197,5","-59,1830555555556",4.66,Red,,,,,,,,,,,160,,,,,
4180,92449,"198,75","-55,6033333333333",4.28,Red,,,,,,,,,,,"162,5",,,,,
4181,92523,"203,75","69,0761111111111",5,Red,,,,,,,,,,,"167,5",,,,,
4196,92938,"202,5","-64,4661111111111",4.82,Red,,,,,,,,,,,170,,,,,
4199,93030,"202,5","-64,3944444444445",2.77,Light blue,,,,,,,,,,,"171,25",,,,,
4200,93070,"203,75","-60,5663888888889",4.58,Red,,,,,,,,,,,"166,25",,,,,
4205,93194,205,"-63,9611111111111",4.83,Light blue,,,,,,,,,,,"171,25",,,,,
4216,93497,"207,5","-49,42",2.69,Red,,,,,,,,,,,"173,75",,,,,
4222,93607,"207,5","-64,3833333333333",4.86,Light blue,,,,,,,,,,,"173,75",,,,,
4232,93813,"211,25","-16,1936111111111",3.11,Red,,,,,,,,,,,"173,75",,,,,
4234,93845,"206,25","-80,54",4.46,Light blue,,,,,,,,,,,"173,75",,,,,
4247,94264,"216,25","34,2147222222222",3.83,Red,,,,,,,,,,,"177,5",,,,,
4248,94334,"216,25","43,19",4.71,Light blue,,,,,,,,,,,180,,,,,
4257,94510,"216,25","-58,8533333333333",3.78,Red,,,,,,,,,,,175,,,,,
4259,94601,"218,75","24,7497222222222",4.5,yellow,,,,,,,,,,,"177,5",,,,,
4273,94890,220,"-37,1377777777778",4.6,Red,,,,,,,,,,,"177,5",,,,,
4287,95272,"223,75","-18,2988888888889",4.07,Red,,,,,,,,,,,"181,25",,,,,
4291,95345,165,"3,6175",4.84,Red,,,,,,,,,,,"182,5",,,,,
4293,95370,165,"-42,2258333333333",4.39,yellow,,,,,,,,,,,"183,75",,,,,
4294,95382,165,"6,10138888888889",4.99,Red,,,,,,,,,,,180,,,,,
4295,95418,"166,25","56,3822222222222",2.37,Light blue,,,,,,,,,,,"183,75",,,,,
4299,95578,"166,25","-2,48444444444444",4.75,Red,,,,,,,,,,,"183,75",,,,,
4300,95608,"167,5","20,1797222222222",4.42,yellow,,,,,,,,,,,"187,5",,,,,
4301,95689,"168,75","61,7508333333333",1.79,Red,,,,,,,,,,,"183,75",,,,,
4310,96097,"171,25","7,33611111111111",4.63,yellow,,,,,,,,,,,"193,75",,,,,
4314,96202,"171,25","-27,2933333333333",4.94,Red,,,,,,,,,,,"191,25",,,,,
4325,96566,"172,5","-62,4238888888889",4.61,Red,,,,,,,,,,,190,,,,,
4335,96833,"176,25","44,4983333333333",3.01,Red,,,,,,,,,,,"188,75",,,,,
4337,96918,175,"-58,975",3.83,Red,,,,,,,,,,,"187,5",,,,,
4343,97277,"178,75","-22,8258333333333",4.48,yellow,,,,,,,,,,,190,,,,,
4352,97534,180,"-60,3175",4.62,yellow,,,,,,,,,,,"188,75",,,,,
4357,97603,"182,5","20,5236111111111",2.56,yellow,,,,,,,,,,,"193,75",,,,,
4359,97633,"182,5","15,4294444444444",3.35,yellow,,,,,,,,,,,"196,25",,,,,
4362,97778,"183,75","23,0955555555556",4.63,Red,,,,,,,,,,,"196,25",,,,,
4368,98058,185,"-3,65166666666667",4.47,yellow,,,,,,,,,,,"197,5",,,,,
4374,98230,"187,5","31,5291666666667",4.87,Red,,,,,,,,,,,"196,25",,,,,
4375,98231,"187,5","31,5291666666667",4.41,yellow,,,,,,,,,,,"197,5",,,,,
4377,98262,"187,5","33,0941666666667",3.49,Red,,,,,,,,,,,"193,75",,,,,
4380,98353,"188,75","38,1855555555556",4.79,yellow,,,,,,,,,,,"197,5",,,,,
4382,98430,"188,75","-14,7786111111111",3.56,Red,,,,,,,,,,,"198,75",,,,,
4386,98664,"191,25","6,02944444444444",4.05,Light blue,,,,,,,,,,,"203,75",,,,,
4390,98718,"191,25","-54,4908333333333",3.9,Light blue,,,,,,,,,,,"202,5",,,,,
4392,98839,"192,5","43,4827777777778",5.03,Red,,,,,,,,,,,"202,5",,,,,
4396,98993,"193,75","-36,165",5,Red,,,,,,,,,,,"203,75",,,,,
4399,99028,"193,75","10,5291666666667",3.94,yellow,,,,,,,,,,,205,,,,,
4402,99167,195,"-10,8594444444444",4.83,Red,,,,,,,,,,,"207,5",,,,,
4405,99211,195,"-17,6841666666667",4.08,yellow,,,,,,,,,,,"207,5",,,,,
4418,99648,"198,75","2,85611111111111",4.91,Red,,,,,,,,,,,"211,25",,,,,
4432,99998,"202,5","-3,00361111111111",4.77,Red,,,,,,,,,,,"206,25",,,,,
4434,100029,"203,75","69,3311111111111",3.85,Red,,,,,,,,,,,"216,25",,,,,
4450,100407,"206,25","-31,8575",3.54,Red,,,,,,,,,,,"216,25",,,,,
4460,100673,"207,5","-54,2641666666667",4.62,Light blue,,,,,,,,,,,"216,25",,,,,
4467,100841,"208,75","-63,0197222222222",3.13,Light blue,,,,,,,,,,,"218,75",,,,,
4468,100889,210,"-9,80222222222222",4.7,Light blue,,,,,,,,,,,220,,,,,
4471,100920,210,"-0,823888888888889",4.3,Red,,,,,,,,,,,"223,75",,,,,
4494,101431,215,"-34,7447222222222",4.7,Light blue,,,,,,,,,,,165,,,,,
4499,101570,215,"-62,0897222222222",4.94,Red,,,,,,,,,,,165,,,,,
4514,102070,220,"-18,3508333333333",4.72,Red,,,,,,,,,,,165,,,,,
4515,102124,"221,25","8,25833333333333",4.85,Red,,,,,,,,,,,"166,25",,,,,
4517,102212,"221,25","6,52944444444444",4.04,Red,,,,,,,,,,,"166,25",,,,,
4518,102224,"222,5","47,7794444444444",3.72,Red,,,,,,,,,,,"167,5",,,,,
4520,102249,"221,25","-66,7286111111111",3.64,yellow,,,,,,,,,,,"168,75",,,,,
4522,102350,"222,5","-61,1783333333333",4.1,Red,,,,,,,,,,,"171,25",,,,,
4523,102365,"222,5","-40,5002777777778",4.88,yellow,,,,,,,,,,,"171,25",,,,,
4527,102509,"223,75","20,2188888888889",4.53,yellow,,,,,,,,,,,"172,5",,,,,
4530,102584,225,"-66,8147222222222",4.72,Red,,,,,,,,,,,"176,25",,,,,
4534,102647,"226,25","14,5719444444444",2.14,yellow,,,,,,,,,,,175,,,,,
4537,102776,"226,25","-63,7883333333333",4.34,Light blue,,,,,,,,,,,"178,75",,,,,
4538,102839,"226,25","-70,2255555555556",4.98,Red,,,,,,,,,,,180,,,,,
4540,102870,"227,5","1,76472222222222",3.6,yellow,,,,,,,,,,,"182,5",,,,,
4546,102964,"228,75","-45,1738888888889",4.46,Red,,,,,,,,,,,"182,5",,,,,
4549,103079,"228,75","-65,2061111111111",4.91,Light blue,,,,,,,,,,,"183,75",,,,,
4552,103192,230,"-33,9077777777778",4.28,Light blue,,,,,,,,,,,185,,,,,
4554,103287,"231,25","53,6947222222222",2.44,Light blue,,,,,,,,,,,"187,5",,,,,
4583,104174,"238,75","-78,2216666666667",4.91,Light blue,,,,,,,,,,,"187,5",,,,,
4589,104321,180,"6,61416666666667",4.67,yellow,,,,,,,,,,,"187,5",,,,,
4599,104671,"183,75","-63,3127777777778",4.34,yellow,,,,,,,,,,,"188,75",,,,,
4603,104841,185,"-63,1655555555556",4.73,Light blue,,,,,,,,,,,"188,75",,,,,
4608,104979,"186,25","8,73305555555556",4.12,Red,,,,,,,,,,,"191,25",,,,,
4616,105211,"187,5","-64,6136111111111",4.15,yellow,,,,,,,,,,,"191,25",,,,,
4618,105382,190,"-50,6611111111111",4.47,Light blue,,,,,,,,,,,"192,5",,,,,
4621,105435,190,"-50,7222222222222",2.6,Light blue,,,,,,,,,,,"193,75",,,,,
4623,105452,190,"-24,7288888888889",4.02,yellow,,,,,,,,,,,"193,75",,,,,
4630,105707,"192,5","-22,6197222222222",2.98,Red,,,,,,,,,,,195,,,,,
4638,105937,"193,75","-52,3683333333333",3.96,Light blue,,,,,,,,,,,195,,,,,
4656,106490,"198,75","-58,7488888888889",2.79,Light blue,,,,,,,,,,,"198,75",,,,,
4660,106591,"198,75","57,0325",3.31,yellow,,,,,,,,,,,"202,5",,,,,
4662,106625,"198,75","-17,5419444444444",2.58,Light blue,,,,,,,,,,,"203,75",,,,,
4667,106714,200,"23,9452777777778",4.95,Red,,,,,,,,,,,"206,25",,,,,
4668,106760,200,"33,0613888888889",4.98,Red,,,,,,,,,,,"207,5",,,,,
4671,106849,"201,25","-67,9605555555556",4.02,Red,,,,,,,,,,,"208,75",,,,,
4674,106911,"202,5","-79,3119444444444",4.26,Light blue,,,,,,,,,,,210,,,,,
4679,106983,"202,5","-64,0030555555556",4.05,Light blue,,,,,,,,,,,210,,,,,
4682,107079,"202,5","-55,1430555555556",5,Red,,,,,,,,,,,215,,,,,
4689,107259,"203,75","-0,666666666666667",3.9,yellow,,,,,,,,,,,215,,,,,
4695,107328,205,"3,3125",4.96,Red,,,,,,,,,,,220,,,,,O 
4697,107383,205,"17,7927777777778",4.74,Red,,,,,,,,,,,"221,25",,,,,
4700,107446,"206,25","-60,4011111111111",3.59,Red,,,,,,,,,,,"221,25",,,,,
4707,107700,"207,5","25,8461111111111",4.81,yellow,,,,,,,,,,,"222,5",,,,,
4716,107950,210,"51,5622222222222",4.8,Red,,,,,,,,,,,"221,25",,,,,
4729,108250,"212,5","-63,1225",4.86,Red,,,,,,,,,,,"222,5",,,,,
4730,108248,"212,5","-63,0988888888889",1.58,Light blue,,,,,,,,,,,"222,5",,,,,
4731,108249,"212,5","-63,0994444444444",2.09,Red,,,,,,,,,,,"223,75",,,,,
4732,108257,"212,5","-51,4505555555556",4.83,Light blue,,,,,,,,,,,225,,,,,
4733,108283,"212,5","27,2680555555556",4.95,yellow,,,,,,,,,,,"226,25",,,,,
4737,108381,"212,5","28,2683333333333",4.36,Red,,,,,,,,,,,"226,25",,,,,
4738,108382,"212,5","26,8255555555556",4.99,yellow,,,,,,,,,,,"226,25",,,,,
4743,108483,215,"-50,2308333333333",3.91,Light blue,,,,,,,,,,,"227,5",,,,,
4757,108767,"216,25","-16,5155555555556",2.94,Light blue,,,,,,,,,,,"228,75",,,,,
4763,108903,"218,75","-57,1130555555556",1.63,Red,,,,,,,,,,,"228,75",,,,,
4765,108907,"217,5","69,2011111111111",4.95,Red,,,,,,,,,,,230,,,,,
4773,109026,220,"-72,1327777777778",3.88,Light blue,,,,,,,,,,,"231,25",,,,,
4775,109085,220,"-16,1961111111111",4.32,yellow,,,,,,,,,,,"238,75",,,,,
4785,109358,"221,25","41,3575",4.27,yellow,,,,,,,,,,,180,,,,,
4786,109379,"222,5","-23,3966666666667",2.64,Red,,,,,,,,,,,"183,75",,,,,
4787,109387,"221,25","69,7880555555556",3.89,Light blue,,,,,,,,,,,185,,,,,
4789,109485,"222,5","22,6291666666667",4.81,yellow,,,,,,,,,,,"186,25",,,,,
4795,109551,"222,5","70,0216666666667",4.94,Red,,,,,,,,,,,"187,5",,,,,
4798,109668,"226,25","-69,1355555555556",2.7,Light blue,,,,,,,,,,,190,,,,,
4802,109787,"226,25","-48,5411111111111",3.86,yellow,,,,,,,,,,,190,,,,,
4813,110014,"228,75","-7,99555555555556",4.67,Red,,,,,,,,,,,190,,,,,
4817,110073,"228,75","-39,9875",4.64,Light blue,,,,,,,,,,,"192,5",,,,,
4819,110304,"231,25","-48,9594444444445",2.17,yellow,,,,,,,,,,,"193,75",,,,,
4823,110335,"231,25","-59,6855555555556",4.94,Light blue,,,,,,,,,,,"198,75",,,,,
4825,110379,"231,25","-1,44944444444444",3.65,yellow,,,,,,,,,,,"198,75",,,,,
4826,110380,"231,25","-1,44944444444444",3.68,Red,,,,,,,,,,,"198,75",,,,,
4828,110411,"231,25","10,2355555555556",4.88,yellow,,,,,,,,,,,200,,,,,
4831,110458,"232,5","-48,8130555555556",4.66,Red,,,,,,,,,,,200,,,,,
4842,110829,"236,25","-60,9811111111111",4.69,Red,,,,,,,,,,,"201,25",,,,,
4844,110879,"237,5","-68,1080555555556",3.06,Light blue,,,,,,,,,,,"202,5",,,,,
4846,110914,"236,25","45,4402777777778",4.87,yellow,,,,,,,,,,,"202,5",,,,,
4848,110956,"237,5","-56,4888888888889",4.66,Light blue,,,,,,,,,,,"202,5",,,,,
4853,111123,"238,75","-59,6886111111111",1.25,Light blue,,,,,,,,,,,"203,75",,,,,
4874,111597,"242,5","-33,9991666666667",4.91,Red,,,,,,,,,,,205,,,,,
4883,111812,"243,75","27,5405555555556",4.94,yellow,,,,,,,,,,,205,,,,,
4888,111915,"246,25","-48,9430555555556",4.33,Red,,,,,,,,,,,"206,25",,,,,
4889,111968,"246,25","-40,1788888888889",4.27,yellow,,,,,,,,,,,"207,5",,,,,
4894,112033,"246,25","21,2402777777778",4.9,Red,,,,,,,,,,,210,,,,,
4897,112078,"247,5","-59,1463888888889",4.63,Light blue,,,,,,,,,,,"212,5",,,,,
4898,112092,"247,5","-57,1777777777778",4.04,Light blue,,,,,,,,,,,"212,5",,,,,
4902,112142,"247,5","-9,53888888888889",4.8,Red,,,,,,,,,,,"212,5",,,,,
4905,112185,"247,5","55,9597222222222",1.77,Light blue,,,,,,,,,,,"212,5",,,,,
4910,112300,"248,75","3,3975",3.38,Red,,,,,,,,,,,"212,5",,,,,
4915,112413,250,"38,3183333333333",2.88,Light blue,,,,,,,,,,,"212,5",,,,,
4920,112769,"252,5","17,4091666666667",4.79,Red,,,,,,,,,,,"212,5",,,,,
4923,112985,"197,5","-71,5488888888889",3.62,Red,,,,,,,,,,,215,,,,,
4924,112989,195,"30,785",4.9,Red,,,,,,,,,,,"216,25",,,,,
4931,113139,195,"56,3663888888889",4.93,yellow,,,,,,,,,,,"218,75",,,,,
4932,113226,"197,5","10,9591666666667",2.79,Red,,,,,,,,,,,"217,5",,,,,
4933,113314,"198,75","-49,5272222222222",4.85,Red,,,,,,,,,,,220,,,,,
4940,113703,"202,5","-48,4633333333333",4.71,Light blue,,,,,,,,,,,220,,,,,
4942,113791,"202,5","-49,9061111111111",4.27,Light blue,,,,,,,,,,,"221,25",,,,,
4954,113996,"203,75","27,6247222222222",4.82,Red,,,,,,,,,,,"222,5",,,,,
4958,114149,"206,25","-23,1180555555556",4.95,Red,,,,,,,,,,,"221,25",,,,,
4963,114330,"206,25","-5,53888888888889",4.38,yellow,,,,,,,,,,,"222,5",,,,,
4975,114529,210,"-59,9208333333333",4.6,Light blue,,,,,,,,,,,"222,5",,,,,
4979,114613,210,"-37,8030555555556",4.85,yellow,,,,,,,,,,,"226,25",,,,,
4983,114710,"208,75","27,8780555555556",4.26,yellow,,,,,,,,,,,"226,25",,,,,
4989,114837,"212,5","-59,1033333333333",4.92,Red,,,,,,,,,,,"228,75",,,,,
4993,114911,"213,75","-67,8947222222222",4.8,Light blue,,,,,,,,,,,"228,75",,,,,
4997,115004,"211,25","40,1527777777778",4.92,Red,,,,,,,,,,,"231,25",,,,,
5002,115211,"216,25","-66,7836111111111",4.87,Red,,,,,,,,,,,"231,25",,,,,
5015,115521,"216,25","5,47",4.8,Red,,,,,,,,,,,"231,25",,,,,
5017,115604,"216,25","40,5725",4.73,yellow,,,,,,,,,,,"231,25",,,,,
5019,115617,"217,5","-18,3113888888889",4.74,yellow,,,,,,,,,,,"231,25",,,,,
5020,115659,"217,5","-23,1716666666667",3,Red,,,,,,,,,,,"232,5",,,,,
5028,115892,220,"-36,7122222222222",2.73,yellow,,,,,,,,,,,"236,25",,,,,
5035,116087,"222,5","-60,9883333333333",4.54,Light blue,,,,,,,,,,,"237,5",,,,,
5041,116243,225,"-64,5358333333333",4.53,Red,,,,,,,,,,,"236,25",,,,,
5054,116656,"223,75","54,9252777777778",2.27,Light blue,,,,,,,,,,,"237,5",,,,,
5055,116657,"223,75","54,9216666666667",3.95,Red,,,,,,,,,,,"238,75",,,,,
5056,116658,"226,25","-11,1613888888889",0.97,Light blue,,,,,,,,,,,"242,5",,,,,
5062,116842,"226,25","54,9880555555556",4.02,yellow,,,,,,,,,,,"243,75",,,,,
5068,116976,"228,75","-15,9736111111111",4.75,Red,,,,,,,,,,,"246,25",,,,,
5072,117176,230,"13,7786111111111",4.98,yellow,,,,,,,,,,,"246,25",,,,,
5080,117287,"231,25","-23,2811111111111",4.97,Red,,,,,,,,,,,"246,25",,,,,
5089,117440,"233,75","-39,4072222222222",3.88,Red,,,,,,,,,,,"247,5",,,,,
5095,117675,"233,75","-6,25583333333333",4.69,Red,,,,,,,,,,,"247,5",,,,,
5105,118022,"237,5","3,65888888888889",4.94,yellow,,,,,,,,,,,"247,5",,,,,
5107,118098,"237,5","-0,596111111111111",3.38,yellow,,,,,,,,,,,"247,5",,,,,
5110,118216,"237,5","37,1825",4.98,yellow,,,,,,,,,,,"248,75",,,,,
5112,118232,"237,5","49,0158333333333",4.7,yellow,,,,,,,,,,,250,,,,,
5127,118623,"241,25","36,2947222222222",4.83,yellow,,,,,,,,,,,"252,5",,,,,
5132,118716,"243,75","-53,4663888888889",2.3,Light blue,,,,,,,,,,,"197,5",,,,,
5154,119228,245,"54,6816666666667",4.66,Red,,,,,,,,,,,195,,,,,
5168,119756,"251,25","-33,0436111111111",4.23,yellow,,,,,,,,,,,195,,,,,
5172,119834,"252,5","-51,4327777777778",4.65,Red,,,,,,,,,,,"197,5",,,,,
5185,120136,"253,75","17,4566666666667",4.5,yellow,,,,,,,,,,,"198,75",,,,,
5190,120307,"256,25","-41,6877777777778",3.41,Light blue,,,,,,,,,,,"202,5",,,,,
5191,120315,"253,75","49,3133333333333",1.86,Light blue,,,,,,,,,,,"202,5",,,,,
